%eval_id interface             x1             x2             dx             dy             dz       obj_fn_1       obj_fn_2 
1            NO_ID    1.045791351    5.480675048   0.4526181573   0.5764307336   0.5272574101          22932      46.893246 
2            NO_ID     1.06386327     5.21054068    0.563079564   0.7183526534   0.5948746536          17006      49.898388 
3            NO_ID     1.18588096    4.575673878   0.7701299352   0.6046644614   0.7379510897          15479      45.520467 
4            NO_ID    1.215476271     5.99484332   0.5450781582   0.1204077318   0.6028596234         104147        74.7186 
5            NO_ID     1.26047418    5.269259793   0.7552283892   0.1790122921   0.7592892898          31722      73.552363 
6            NO_ID     1.32266685    5.133329182    0.242713082    0.620728807   0.5233436104          37203      63.021939 
7            NO_ID    1.486772623    4.562655175   0.2214453476    0.754822938    0.343592301          50995        63.2439 
8            NO_ID    1.583642035     4.26197717    0.565746085   0.7090211433     0.72971263           7100      48.965118 
9            NO_ID    1.698547737    5.871487757   0.5421214481   0.2182228608   0.1340330068         140370      73.618073 
10           NO_ID      1.8754444    4.526267888   0.5728380018   0.6380206206   0.7201508516          17311      60.555641 
11           NO_ID    1.978689233    5.934146129   0.6858278101   0.7354159703   0.6602992751          29790      49.776115 
12           NO_ID    2.102262187    4.941214492   0.7307164347   0.7993159584    0.547647933          19174       51.78127 
13           NO_ID    2.117386459    5.531343942   0.4700937524   0.6942434062   0.7978805204          42372      51.424583 
14           NO_ID     2.18565577    4.380658591   0.3483658357   0.1057853376   0.6152836322          41832       74.97921 
15           NO_ID    2.209989087    4.463793341   0.1182349834   0.3150483621   0.7672876006          49603      74.972753 
16           NO_ID    2.446297566    4.543859327   0.2725687487   0.5540868379   0.3033984709          46643      51.308318 
17           NO_ID    2.604648283    4.225013874   0.6258267357   0.6696941378    0.716109129           7138      48.398655 
18           NO_ID     2.63695613    4.008585557   0.2190629949   0.7191482643   0.6291852078          17692      66.843765 
19           NO_ID     2.64155392    5.633694505   0.2952762052   0.6373542729   0.1336181753         126336      72.358224 
20           NO_ID    2.653844012    4.831364496   0.7327175751   0.6049599311   0.3101258376          25612      56.609564 
21           NO_ID    2.720331733    4.116396714     0.44140612   0.4376511721   0.6490826492          11205      53.747945 
22           NO_ID    2.759892279    4.109782205   0.7034512235   0.1711854157    0.412209368          23911      67.118787 
23           NO_ID    2.808410125    5.244551533   0.1840061344   0.6646754444   0.3563218434          59660      71.812115 
24           NO_ID    2.919823689    4.014763427   0.4605438843   0.3737855962   0.6748613376          11714      54.122078 
25           NO_ID    2.967961247    5.674466915   0.5939252019   0.4307492672   0.3817890282          46967      46.804674 
26           NO_ID    2.979583355    5.767257742    0.507055149   0.6833481305   0.6733631478          39560      48.755275 
27           NO_ID    3.049910975    4.993824082    0.545439875   0.1266783962   0.4536237662          53838      74.860288 
28           NO_ID    3.127157921    4.232720897   0.3593139898   0.2664306003   0.7756957201          18362      62.164394 
29           NO_ID    3.128027326     4.76438502   0.2288525032   0.3904649112   0.6982840241          38562       61.54492 
30           NO_ID     3.15918726    5.465780561   0.6226082142   0.6874216497   0.3815523241          22016      51.041572 
31           NO_ID    3.174356049    5.031463693   0.4377741572   0.1666637346    0.627442893          40264       70.83854 
32           NO_ID     3.18267993    4.047057103    0.433519899   0.2619101406   0.5929007198          14828      61.980906 
33           NO_ID     3.36308005    5.121190235    0.254325025   0.2618250989   0.4085341555          54871      55.906854 
34           NO_ID    3.397621047     5.06715571   0.5291323249   0.4820531253   0.3609261479          26156        55.4395 
35           NO_ID    3.503693729    4.383402517   0.2166174058   0.1130477062   0.5246557923         103379       64.10737 
36           NO_ID    3.559533747    5.339966479   0.7270877088    0.460304105   0.4873409209          21563      54.045041 
37           NO_ID    3.667925669    4.878208895   0.7362404345   0.6083437993   0.3427890831          27120      56.609605 
38           NO_ID    3.788489073    5.810359792   0.6715583095   0.4957256082   0.7540336589          36405      49.833493 
39           NO_ID    3.848926178    5.144933416   0.5883867829   0.4061555612   0.1383778674          61781      71.897491 
40           NO_ID    3.895723957    5.397114397   0.1836112887   0.5685291282   0.4135749276          62029      63.038872 
41           NO_ID    1.045791351     4.26197717    0.565746085   0.7090211433     0.72971263           7100      48.965118 
42           NO_ID    1.045791351    5.480675048   0.4526181573   0.7090211433     0.72971263          20172      51.078157 
43           NO_ID     1.06386327     5.21054068    0.563079564   0.7183526534   0.5246557923          18994      49.464484 
44           NO_ID     1.06386327    5.397114397   0.1836112887   0.7183526534   0.4135749276          53473      70.197607 
45           NO_ID     1.18588096    4.047057103   0.7701299352   0.6046644614   0.5929007198           8409      50.138181 
46           NO_ID     1.18588096    4.225013874   0.7701299352   0.6696941378   0.7379510897           5280       51.73405 
47           NO_ID     1.26047418    5.269259793    0.254325025   0.1790122921   0.7592892898          56271      63.548057 
48           NO_ID     1.32266685     4.26197717    0.565746085    0.620728807   0.5233436104           8880      47.573905 
49           NO_ID    2.117386459    4.526267888   0.4700937524   0.6380206206   0.7201508516          19614      59.891183 
50           NO_ID    2.117386459    5.531343942   0.4700937524   0.6380206206   0.7978805204          42372      51.424583 
51           NO_ID    2.117386459    5.531343942   0.4700937524   0.6942434062   0.7577025291          42372      51.424583 
52           NO_ID    2.117386459    5.531343942   0.5939252019   0.4307492672   0.7978805204          38472      49.604406 
53           NO_ID    2.446297566    5.244551533   0.1840061344   0.5540868379   0.3563218434          62282      60.213395 
54           NO_ID    2.604648283    4.225013874   0.7701299352   0.6696941378    0.716109129           5280       51.73405 
55           NO_ID    2.604648283    5.339966479   0.7270877088    0.460304105   0.4873409209          21225      54.044752 
56           NO_ID    2.808410125    5.244551533   0.1840061344   0.5540868379   0.3033984709          66666      59.397658 
57           NO_ID    2.967961247    5.531343942   0.5939252019   0.4307492672   0.7978805204          38472      49.604406 
58           NO_ID    2.979583355    5.767257742    0.507055149   0.6833481305   0.4135749276          47002      46.938278 
59           NO_ID    3.049910975    4.993824082   0.7311081792   0.1266783962   0.4536237662          50742      74.710522 
60           NO_ID    3.127157921    4.232720897   0.3593139898   0.5518035186   0.7756957201          14700      48.803334 
61           NO_ID    3.174356049    5.031463693   0.4377741572   0.1130477062    0.627442893          53399      74.955464 
